"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"1981-12-16","Portland, Oregon","2","0","Shortly before noon in Engineering Hall on the school's campus in north Portland, 34-year-old <a href='https://en.wikipedia.org/wiki/University_of_Portland' title='University of Portland'>University of Portland</a> night janitor, John C. Holbrook, killed 37-year-old engineering teacher, Brian D. Massey, before taking his own life.<sup id='cite_ref-197' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-197'>[197]</a></sup>","December 16, 1981","Wednesday","December","1981","Oregon"
"1982-03-19","Las Vegas, Nevada","1","2","17-year-old Valley High School student, Patrick Lizotte, killed his teacher Clarence Pigott and wounded two students.<sup id='cite_ref-FOOTNOTECrews20168_164-5' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup><sup id='cite_ref-FOOTNOTEFinley2014325_198-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014325-198'>[198]</a></sup>","March 19, 1982","Friday","March","1982","Nevada"
"1982-04-07","Littleton, Colorado","1","0","13-year-old <a href='https://en.wikipedia.org/wiki/Deer_Creek_Middle_School' class='mw-redirect' title='Deer Creek Middle School'>Deer Creek Junior High School</a> student, Scott Darwin Michael, was killed by 14-year-old classmate, Jason Price Rocha. Rocha was tried as an adult and sentenced to twelve years, plus one year of parole.<sup id='cite_ref-199' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-199'>[199]</a></sup>","April 7, 1982","Wednesday","April","1982","Colorado"
"1982-11-12","Jackson, Mississippi","2","0","18-year-old school dropout, James Hartzog, killed his girlfriend, 17-year-old Faye Williams in her algebra class at Wingfield High School. Hartzog then took his own life.<sup id='cite_ref-200' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-200'>[200]</a></sup>","November 12, 1982","Friday","November","1982","Mississippi"
"1983-01-20","St. Louis County, Missouri","2","1","Eighth grade <a href='https://en.wikipedia.org/wiki/Parkway_South_Middle_School' class='mw-redirect' title='Parkway South Middle School'>Parkway South Middle School</a> student David F. Lawler entered a study hall classroom and opened fire, killing 15-year-old Randall Koger, and injuring 15-year-old Greg Saffo. Lawler then took his own life.<sup id='cite_ref-FOOTNOTECrews20168_164-6' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup><sup id='cite_ref-FOOTNOTEFinley2014325_198-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014325-198'>[198]</a></sup>","January 20, 1983","Thursday","January","1983","Missouri"
"1984-02-24","Los Angeles, California","2","12","Tyrone Mitchell <a href='https://en.wikipedia.org/wiki/49th_Street_Elementary_School_shooting' class='mw-redirect' title='49th Street Elementary School shooting'>killed two people and wounded twelve others</a> when shooting at students leaving 49th Street Elementary School.<sup id='cite_ref-FOOTNOTECrews20168_164-7' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup>","February 24, 1984","Friday","February","1984","California"
"1984-04-20","Detroit, Michigan","1","0","13-year-old Kelly Crittendon, was accidentally killed by two classmates in a classroom at the Precious Blood School.<sup id='cite_ref-201' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-201'>[201]</a></sup>","April 20, 1984","Friday","April","1984","Michigan"
"1984-05-17","Pleasant Hill, Iowa","2","0","17-year-old student, Todd Dunahoo, killed 16-year-old Valerie Rockafellow in the hallway at Southeast Polk High School, then turned the gun on himself.<sup id='cite_ref-202' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-202'>[202]</a></sup>","May 17, 1984","Thursday","May","1984","Iowa"
"1984-10-24","Celina, Ohio","1","0","45-year-old Shirley Shindeldecker, killed school bus driver 54-year-old Gene Green, as he stopped to pick up the son of Shindeldecker's estranged husband. After serving nineteen months of her sentence, Shindeldecker was found innocent by reason of insanity, and released.<sup id='cite_ref-203' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-203'>[203]</a></sup>","October 24, 1984","Wednesday","October","1984","Ohio"
"1985-01-21","Goddard, Kansas","1","3","Armed with a rifle and a handgun, 14-year-old James Alan Kearbey, killed principal, James McGee, and wounded two teachers and a student at Goddard Junior High School.<sup id='cite_ref-FOOTNOTECrews20168_164-8' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup><sup id='cite_ref-FOOTNOTEFinley2014325_198-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014325-198'>[198]</a></sup><sup id='cite_ref-204' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-204'>[204]</a></sup>","January 21, 1985","Monday","January","1985","Kansas"
"1985-10-18","Detroit, Michigan","0","6","<a href='https://en.wikipedia.org/wiki/Murray-Wright_High_School#Violent_incidents_in_the_1980s' title='Murray-Wright High School'>Murray-Wright High School shooting</a>: During half-time of the homecoming football game between <a href='https://en.wikipedia.org/wiki/Northwestern_High_School_(Michigan)' title='Northwestern High School (Michigan)'>Northwestern</a> and <a href='https://en.wikipedia.org/wiki/Murray-Wright_High_School' title='Murray-Wright High School'>Murray-Wright</a> high schools, a youth opened fire with a shotgun, injuring six students with whom he had fought earlier in the day.<sup id='cite_ref-205' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-205'>[205]</a></sup>","October 18, 1985","Friday","October","1985","Michigan"
"1985-11-27","Spanaway, Washington","3","0","14-year-old Heather Smith, killed 15-year-old Gordon Pickett, who was her ex-boyfriend, and 14-year-old Christopher Ricco, in the gymnasium at <a href='https://en.wikipedia.org/wiki/Spanaway_Junior_High_School' title='Spanaway Junior High School'>Spanaway Junior High School</a>. She later took her own life.<sup id='cite_ref-206' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-206'>[206]</a></sup>","November 27, 1985","Wednesday","November","1985","Washington"
"1985-12-03","Concord, New Hampshire","1","0","At <a href='https://en.wikipedia.org/wiki/Concord_High_School_(New_Hampshire)' title='Concord High School (New Hampshire)'>Concord High School</a>, Louis Cartier, a 16-year-old dropout, entered the school with a shotgun and took students hostage, 18-year-old Patrick Lena Lena and 16-year-old Scott Hayes. Responding police officers fatally shot him after he aimed at football coach, Don LeBrun.<sup id='cite_ref-207' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-207'>[207]</a></sup><sup id='cite_ref-208' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-208'>[208]</a></sup>","December 3, 1985","Tuesday","December","1985","New Hampshire"
"1985-12-10","Portland, Connecticut","1","2","After being suspended for refusing to take off his hat while at school, 13-year-old student Floyd Warmsley pulled out a firearm at Portland Junior High School, shooting and wounding the 53-year-old school secretary Lynn Haddad, and killing 36-year-old janitor David Bangston.<sup id='cite_ref-209' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-209'>[209]</a></sup><sup id='cite_ref-210' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-210'>[210]</a></sup>","December 10, 1985","Tuesday","December","1985","Connecticut"
"1986-03-06","Dolton, Illinois","0","1","At about 9:40&#160;a.m., as 52-year-old math teacher Norma Cooper`s third-period algebra class was beginning in a second-floor classroom in the C Building at <a href='https://en.wikipedia.org/wiki/Thornridge_High_School' title='Thornridge High School'>Thornridge High School</a>, she was shot in the shoulder by a freshman student, with a large-caliber handgun, registered to the youth`s father, a security guard. He is charged with attempted murder, unlawful use of a weapon and aggravated battery. The freshman, a resident of Harvey, was enrolled in the class and apparently had recently received poor grades.<sup id='cite_ref-211' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-211'>[211]</a></sup>","March 6, 1986","Thursday","March","1986","Illinois"
"1986-04-29","Senath, Missouri","1","0","A new student, 16-year-old Ritchie Overman, killed studious 15-year-old Leslie Lynn Wyatt, using a 20-gauge shotgun, in front of twenty-six 'totally horrified' science class students and teacher Sheila Adams, at Senath-Hornersville High School.<sup id='cite_ref-212' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-212'>[212]</a></sup><sup id='cite_ref-213' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-213'>[213]</a></sup>","April 29, 1986","Tuesday","April","1986","Missouri"
"1986-05-09","Fayetteville, North Carolina","0","3","A 17-year-old student shot three classmates at <a href='https://en.wikipedia.org/wiki/Pine_Forest_High_School_(North_Carolina)' title='Pine Forest High School (North Carolina)'>Pine Forest High School</a> with a .25-caliber handgun wounding them. One student was critically injured and treated for a neck wound.<sup id='cite_ref-214' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-214'>[214]</a></sup>","May 9, 1986","Friday","May","1986","North Carolina"
"1986-05-16","Cokeville, Wyoming","2","74","<a href='https://en.wikipedia.org/wiki/Cokeville_Elementary_School_hostage_crisis' title='Cokeville Elementary School hostage crisis'>Cokeville Elementary School hostage crisis</a>: 43-year-old former town marshal David Young, and his 47-year-old wife, Doris Young, took 136 children and eighteen adults hostage at Cokeville Elementary School.<sup id='cite_ref-FOOTNOTECrews20168_164-9' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup><sup id='cite_ref-215' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-215'>[215]</a></sup><sup id='cite_ref-216' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-216'>[216]</a></sup>","May 16, 1986","Friday","May","1986","Wyoming"
"1986-12-04","Lewistown, Montana","1","3","14-year-old Kristofer Hans intended to shoot his French teacher at Fergus High School, for a failing grade. Instead, Henrietta Smith, who was substituting for LaVonne Simonfy, was shot in the face and died.<sup id='cite_ref-FOOTNOTECrews20165_217-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20165-217'>[217]</a></sup> Hans fired several other shots as he fled, wounding vice principal John Moffatt,<sup id='cite_ref-218' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-218'>[218]</a></sup> and two students.<sup id='cite_ref-FOOTNOTEKlein2013153_177-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEKlein2013153-177'>[177]</a></sup> He then ran about a mile to his home, where he was arrested after the police surrounded his house. A classmate said Hans had repeatedly threatened to kill Ms. Simonfy, saying, 'I'm going to blow Simonfy's head off.'<sup id='cite_ref-219' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-219'>[219]</a></sup> He was charged as an adult, convicted and sentenced to 206 years in prison.<sup id='cite_ref-FOOTNOTECrews20168_164-10' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20168-164'>[164]</a></sup><sup id='cite_ref-220' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-220'>[220]</a></sup>","December 4, 1986","Thursday","December","1986","Montana"
